
┗纪录,#genre#
Nickelodeon,http://198.16.100.90:8278/Nickelodeon/playlist.m3u8?tid=MBBB9174743591747435&ct=19249&tsum=9901089db6361b9cafc0ab9de5612bee

Nickelodeon 可选英语,http://149.100.19.131:8080/Nickelodeon/index.m3u8

Nick Jr,http://38.96.178.201:80/live/NickJr/index.m3u8

Nick Teen,http://38.96.178.201:80/live/TeenNick/index.m3u8

Nicktoons,http://89.254.128.5:22280/nicktoons/video.m3u8

NIPPON TV 日本,http://103.82.39.163:8080/NIPPONTV/index.m3u8

NOW 70s 音乐,https://lightning-now70s-samsungnz.amagi.tv/playlist.m3u8

NOW 80s 音乐,https://lightning-now80s-samsungnz.amagi.tv/playlist.m3u8

NOW Rock 音乐,https://lightning-now90s-samsungnz.amagi.tv/playlist.m3u8

NTV News 24 日本,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8

ONE GOLF,http://162.250.201.58:6211/pk/ONEGOLF/tracks-v1a1/mono.m3u8

Outside TV 户外运动,https://outsidetv-firetv.amagi.tv/playlist.m3u8

Outside TV 户外运动,https://outside-tv.samsung.wurl.com/manifest/316fba602419717190792b6b47574254.m3u8

PAC 12 Insider 体育,https://cdn-ue1-prod.tsv2.amagi.tv/linear/samsungus-pac12-samsungtv-us/playlist.m3u8

Paramount Network,http://146.59.85.40:89/paramount/index.m3u8

Paris Premiere 法国,http://178.170.47.109/PARISPREMIERE/index.m3u8

Paris Premiere 法国,https://raw.githubusercontent.com/Sphinxroot/HSL/main/PP.m3u8

PBS KIDS,http://38.96.178.201:80/live/PBSKIDS/index.m3u8

Persiana Music 伊朗,http://51.210.199.24/hls/stream.m3u8

Persiana SONATI 音乐,http://51.210.199.1/hls/stream.m3u8

Poker TV,https://d3w4n3hhseniak.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/WPT-DistroTV/150.m3u8

POP 卡通,http://213.254.12.7/pop/index.m3u8

Premier Sports 1,http://202.21.104.6:88/sps-prime/index.m3u8

QUEST,http://213.254.12.7/quest/index.m3u8

Qwest Jazz & Beyond 音乐,https://qwest-jazz-plex.amagi.tv/playlist720_p.m3u8

Qwest Mix 音乐,https://qwest-mix-plex.amagi.tv/playlist720_p.m3u8

QUEST RED,http://213.254.12.7/questred/index.m3u8

Racing America 赛车,https://racingamerica-plex.amagi.tv/playlist1080p.m3u8

Rai 1 意大利,http://212.8.253.117:80/rai1/manifest.m3u8

Rai 2 意大利,http://212.8.253.117:80/rai2/manifest.m3u8

Rai News 24 意大利,http://213.254.12.7/RaiNews24/mono.m3u8

Rakuten Action,http://rakuten-action-8-nl.samsung.wurl.tv/1200.m3u8

Rakuten Action,https://rakuten-actionmovies-1-eu.rakuten.wurl.tv/playlist.m3u8

Rakuten Comedy,http://rakuten-comedy-8-nl.samsung.wurl.tv/1200.m3u8

Rakuten Drama,http://rakuten-drama-8-nl.samsung.wurl.tv/1200.m3u8

Rakuten Family,http://rakuten-family-8-nl.samsung.wurl.tv/1200.m3u8

Rakuten Romance,http://rakuten-romance-8-nl.samsung.wurl.tv/1200.m3u8

Rakuten TV Action Movies,https://rakuten-actionmovies-1-eu.rakuten.wurl.tv/playlist.m3u8

Rakuten TV Comedy Movies,https://rakuten-comedymovies-1-eu.rakuten.wurl.tv/playlist.m3u8

Rakuten TV Family,https://rakuten-family-1-eu.rakuten.wurl.tv/playlist.m3u8

Real Madrid TV,https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=1545

Real Stories,https://realstories-samsung-uk.amagi.tv/playlist.m3u8

Real Stories,https://realstories-samsung-uk.amagi.tv/playlist720-p.m3u8

Red Bull TV,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8

RMC STORY 法语,http://94.130.65.81:1234/stream/rmcstory/master.m3u8

ROCK Action,http://210.210.155.37/session/bd39b29e-a763-11ec-83ca-b82a72d63267/dr9445/h/h15/01.m3u8

ROCK Entertainment,http://210.210.155.37/session/a9b02618-a763-11ec-83ca-b82a72d63267/dr9445/h/h16/01.m3u8

ROCK Entertainment,http://210.210.155.35:80/session/676c25ba-724e-11e9-834b-8ac28bf32f5a/dr9445/h/h16/02.m3u8

Russia Today 英语,http://69.64.57.208:8080/russiatoday/playlist.m3u8

Russia Today 英语,https://rt-glb.rttv.com/live/rtnews/playlist_2500Kb.m3u8

Russia Today 德语,https://rt-ger.rttv.com/dvr/rtdeutsch/playlist.m3u8

Russia Today 法语,http://69.64.57.208:8080/rtfrance/playlist.m3u8

Rossia Today Documentary,https://rt-rtd.rttv.com/live/rtdoc/playlist.m3u8

SBS 韩,http://61.82.49.4:1935/live/_definst_/tv.stream/chunklist_w432889607.m3u8

Ski TV,https://d2xeo83q8fcni6.cloudfront.net/scheduler/scheduleMaster/193.m3u8

Sky News,http://198.16.100.90:8278/skynews_antik/playlist.m3u8?tid=MA0A3161061431610614&ct=19249&tsum=15f8cca00a8cc3a6d2a61519b7dfeb59

Sky News Australia,https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8

Sky Sport,https://donelfantastic.github.io/live/skysportsNz8.m3u8

Sky Sport 1,https://donelfantastic.github.io/live/skysportsNz1.m3u8

Sky Sport 2,https://donelfantastic.github.io/live/skysportsNz2.m3u8

Sky Sport 3,https://donelfantastic.github.io/live/skysportsNz3.m3u8

Sky Sport 4,https://donelfantastic.github.io/live/skysportsNz4.m3u8

Sky Sport 5,https://donelfantastic.github.io/live/skysportsNz5.m3u8

Sky Sport 6,https://donelfantastic.github.io/live/skysportsNz6.m3u8

Sky Sport 7,https://donelfantastic.github.io/live/skysportsNz7.m3u8

Sky Sport 9,https://donelfantastic.github.io/live/skysportsNz9.m3u8

Sky Sports,https://hls.streambtw.com/live/stream_1.m3u8

Sky Sports Cricket,http://198.16.100.90:8278/tiankongcricket/playlist.m3u8?tid=MF0F2840305428403054&ct=19225&tsum=b212d3a5e0f928f816ba4653a3b31f6d

Smithsonian Channel,https://smithsonianaus-samsungau.amagi.tv/playlist1080p.m3u8

SPORT 6,http://141.95.157.157:8081/OS6TENNIS/index.m3u8

SPORT 9,http://141.95.157.157:8081/OS9TENNIS/index.m3u8

Sportsnet NY,https://1187196200.rsc.cdn77.org/SportsnetNY/index.m3u8

Spotlight Redbox 电影,https://spotlight-redbox.amagi.tv/hls/amagi_hls_data_redboxAAA-spotlight/CDN/playlist.m3u8

Star Sports 1,http://41.205.93.154/STARSPORTS1/index.m3u8

Star Sports 1,http://103.2.153.38/trans1sd/smil:starsports1.smil/chunklist.m3u8

Stingray Music Classic Rock 音乐,https://stirr.ott-channels.stingray.com/101/master.m3u8

Stingray Music Greatest Hits 音乐,https://stirr.ott-channels.stingray.com/155/master.m3u8

Stingray Music Hit list 音乐,https://stirr.ott-channels.stingray.com/107/master.m3u8

Stingray Music Hot Country 音乐,https://ott-linear-channels.stingray.com/hls/stirr/108.m3u8

Stingray Music Pop Adult 音乐,https://stirr.ott-channels.stingray.com/104/master.m3u8

SUNDANCE TV,https://bcovlive-a.akamaihd.net/4d972ec6f41241f2b4286f8bdcc8dae9/us-east-1/6240731308001/playlist.m3u8

Supertoons TV 动漫,http://kedoo-supertoonstv-1-gb.samsung.wurl.tv/1200.m3u8

SYFY 电影,http://38.96.178.201:80/live/SYFYHD/index.m3u8

SYFY 电影,http://50.7.137.106:8080/SYFY/index.m3u8?token=test

SYFY 电影,http://212.8.253.117/syfy/index.m3u8

TASTEMADE,https://tmint-aus-samsungau.amagi.tv/playlist.m3u8

TBS,http://38.96.178.201:80/live/TBS/index.m3u8

TBS 体育,http://143.244.60.30/TBS/index.m3u8

TBS 日本,http://103.82.39.163:8080/TBS/index.m3u8

TBS News 日本,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV45.m3u8

TCM East,https://turnerlive.warnermediacdn.com/hls/live/2023186/tcmeast/noslate/VIDEO_1_5128000.m3u8

TCM West,https://turnerlive.warnermediacdn.com/hls/live/2023187/tcmwest/noslate/VIDEO_1_5128000.m3u8

Tennis Channel,https://dai.google.com/linear/hls/event/Dlqr46ybTSGWGTfRWcxS0g/master.m3u8

Tennis Channel,https://tennischannel-intl-samsung-uk.amagi.tv/playlist720_p.m3u8

Tennis Channel,https://tennischannel-int-samsunguk.amagi.tv/playlist.m3u8

The Country Network 乡村音乐,https://dai.google.com/linear/hls/pa/event/3EEsfZhASryigfuSpHdfKg/stream/ef3a8c35-99cc-40af-bd43-823b5df8b3dc:CHS/variant/71a72fe9da418d831848f2efdce41944/bandwidth/5460000.m3u8

The Film Detective,https://tfd-distro.amagi.tv/index.m3u8

The Guardian,https://0d0239e437124ddcb8090d815caf4013.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/Samsung-gb_TheGuardianChannel/playlist.m3u8

The Movie Hub,https://dje6yassknq8t.cloudfront.net/playlist.m3u8

The Weather Channel,https://twcprod-live.twc-tv.com/v1/manifest/b4d4d63a49309cc5140171fb2e92485c31be1e9e/DSP_6228e4760505741a116f1ba2_twcprod-live/6bf09ce5-366b-463c-b67e-c4b799f73c3f/3.m3u8

thrill 电影,http://210.210.155.37/session/7991285a-a764-11ec-a06a-c81f66f89318/qwr9ew/s/s34/01.m3u8

TKS TV,http://live.tkstv.co.uk:49937/tmp_hls/live/index.m3u8

TNT 体育台,http://170.254.18.106/TNT/index.m3u8

TNT 标清,http://208.86.19.13:81/16.stream/index.m3u8

TNT,http://38.96.178.201:80/live/TNTHD/index.m3u8

TNT,https://turnerlive.warnermediacdn.com/hls/live/2023168/tnteast/slate/VIDEO_0_3564000.m3u8

TNT SPORTS 1,http://198.16.100.90:8278/beeone/playlist.m3u8?tid=ME4E5665100556651005&ct=19254&tsum=caea1a674ddae23ddac022c6f734bbe9

TRACE Sports,https://lightning-tracesport-samsungau.amagi.tv/playlist1080p.m3u8

Travel Channel,http://93.184.1.249:8080/Travel_Channel/index.m3u8

Travel Channel,http://88.216.83.245/travel/index.m3u8

TRT WORLD,https://tv-trtworld.live.trt.com.tr/master_720.m3u8

TV8,http://198.16.100.90:8278/TV8/playlist.m3u8?tid=MBEB4776352347763523&ct=19249&tsum=3c51d752772cb0de53609d6df785438f

TV Africa,http://69.64.57.208:8080/tvafrica/playlist.m3u8

TV5 MONDE style 法语,http://213.254.12.7:80/TV5MONDESTYLE/manifest.m3u8

TV ASAHI 日本,http://103.82.39.163:8080/TVASAHI/index.m3u8

TV BRICS 俄国 中文,https://brics.bonus-tv.ru/cdn/brics/chinese/playlist.m3u8

TVN ASIA,http://210.210.155.37/dr9445/h/h20/index.m3u8

TVN Movies,http://210.210.155.37/session/598ab8d4-b2d3-11ed-8d27-c81f66f89318/dr9445/h/h21/index.m3u8

TV TOKYO 日本,http://103.82.39.163:8080/TVTOKYO/index.m3u8

UBC SBS 韩国,http://59.23.231.102:1935/live/UBCstream/playlist.m3u8

USA,http://38.96.178.201:80/live/USA/index.m3u8

Viaplay Xtra 英国体育频道,https://d3j7ofexbkp7q4.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-bl5ti7t9yiazp-ssai-prd/master.m3u8

Viaplay Xtra 英国体育频道,https://d3j7ofexbkp7q4.cloudfront.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-bl5ti7t9yiazp-ssai-prd/001fa9b4-39d1-45e0-a7da-af8375c7bc35/3.m3u8

Viasat Explorer 可选英文,http://149.100.19.131:8080/Viasat_Explorer/index.m3u8

Viasat History,http://149.100.19.131:8080/Viasat_History/index.m3u8

VOX up 德语,http://213.254.12.7:80/VOXup/index.m3u8

W9 音乐,http://213.254.12.7/W9/mono.m3u8

W9 音乐,http://213.254.12.7:80/W9/index.m3u8

Washington Post,https://washingtonpost-firetv.amagi.tv/playlist.m3u8

Water Bear,https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg01415-waterbearnetwor-waterbear-samsungse/playlist.m3u8

Wild Earth,https://wildearth-plex.amagi.tv/masterR1080p.m3u8

Wild Life,https://d1vp12yk4i8ou5.cloudfront.net/playlist720p.m3u8

Wild Planet,https://d3c7duantorcb1.cloudfront.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-jpfvel38m2ce0-prod/77466ab3-8e6b-497f-9bf9-7b20f2536a20/3.m3u8

WION,https://d7x8z4yuq42qn.cloudfront.net/index_5.m3u8

WION,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8

WION,https://dai.google.com/linear/hls/event/x_dFvsORSZWERbxrltEk0g/master.m3u8

WION,http://210.210.155.37/uq2663/h/h91/index.m3u8

Wonder,https://wonder-samsung-uk.amagi.tv/playlist.m3u8

Wonder,https://lds-wonder-plex.amagi.tv/playlist.m3u8

WOWOW CINEMA 日本,http://194.233.72.249/WOWOW-CINEMA/index.m3u8

WWE,http://193.95.53.129:8080/WWE/index.m3u8

Xplore,http://xlpore-samsungus.amagi.tv/playlist1080p.m3u8

Yahoo Finance,https://d1ewctnvcwvvvu.cloudfront.net/playlist.m3u8

ZOOMOO 动画,https://amg01553-blueantmediaasi-zoomoonz-samsungnz-rdufn.amagi.tv/playlist/amg01553-blueantmediaasi-zoomoonz-samsungnz/playlist.m3u8

半岛电视台 英文,http://live-hls-web-aje.getaj.net/AJE/01.m3u8

半岛电视台 英文,https://live-hls-web-aje.getaj.net/AJE/index.m3u8

半岛电视台 英文,https://live-hls-v3-aje.getaj.net/AJE-V3/index.m3u8
